Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
Gujarat State,exact,A,23.0,71.75,15,61.183541737065035
Antarctic Treaty Area,Antarctica,L,-78.15856,16.40626,20,38.02488817819223
Wandoor beach,Wandūr,P,11.19579,76.23632,15,44.391546469477326
Perran Beach,fuzzy,T,33.86307,-117.19059,9,49.49238361379659
Shetland,exact,L,49.51692,-83.58313,3,6.290182978249753
Gulf Riga,exact,H,57.93727,23.52016,24,48.63694263866468
Eastern Brazil,Eastern,A,19.31667,-81.13333,2,43.52406827164897
Bight,exact,A,49.97483,-56.04155,3,62.23438404387429
Asi River,exact,H,36.04781,35.96703,22,65.42948263990455
Southeast Asia,fuzzy,P,11.0059,109.16,9,66.28299503619965
Bintaro,exact,P,-6.09083,107.04722,11,67.63392824615242
Met,exact,P,54.90442,52.3154,3,46.50726791117358
Goletta Verde,La Goulette,P,36.81825,10.3052,22,39.42371529794631
St. Ante Channel,Sète,P,43.4028,3.69278,22,18.946867440890056
Cispata,exact,P,9.39851,-75.77554,5,32.26112362014963
Lisianski Island/Neva Shoal,Lisianski Island,T,26.06403,-173.96559,8,67.11799123121344
New Hampshire,exact,A,43.66702,-71.4998,3,18.57178363478559
Hungary,exact,A,47.0,20.0,3,67.19605387128199
Kebagu,fuzzy,P,-5.92956,106.14485,11,61.850977963480894
Koh Mannai Beach,Koh,L,29.936,69.20325,15,56.31724246827697
Guadeloupe,exact,A,16.25,-61.58333,2,29.185644078105323
Pangkal Babu,Pangkal,P,-7.9969,111.579,11,55.934156542660446
Atrato Delta,Atrato,A,5.57362,-76.64063,11,17.58588749000109
Dorset,exact,L,50.80249,-2.3045,3,36.349815664997415
Cilician Basin,exact,T,36.83333,35.5,22,37.06460489843053
Karimunjawa Islands,exact,T,-5.83333,110.41667,11,38.19429300181081
Anday Beach,fuzzy,T,40.23578,26.27737,22,34.9130276622672
Paraiba Sul,exact,A,-22.18719,-43.26207,7,42.52811592670112
Northern Vietnam,Northern,L,-20.04022,145.93238,13,68.17525853743878
Terai,exact,L,27.66667,84.0,15,52.647863800217664
Goiana Estuary,Goiânia,P,-16.67861,-49.25389,7,32.89832758229531
North Atlantic,exact,H,40.0,-40.0,2,69.94042916169484
Huang – Huai – Hai Plain,Huāng,P,23.75651,85.44401,15,29.087339265983186
Cilician,exact,T,37.28333,34.83333,22,38.04774562821085
Posyet Bay,exact,H,42.55177,131.02641,9,39.23409511662308
Dominica,exact,A,15.5,-61.33333,2,17.858826312538874
Madagascar,exact,T,-20.03085,45.695,19,55.992417370462576
Camps Bay,exact,H,-33.94632,18.38104,7,50.83336103098679
Sardinian Sea,Sardinia,T,40.0,9.0,22,69.94042916169475
Togo,exact,A,8.66667,1.08333,5,49.419284217349094
Nakdong Rivers,fuzzy,H,35.09271,128.92919,9,59.73449559271557
Luruaco Lake,Luruaco,P,10.61712,-75.15146,3,40.263961742677445
Guilin,exact,P,25.28022,110.29639,9,31.86821430555441
Balik Pulau,exact,P,5.34916,100.23938,17,33.371156813468325
Zhejiang,exact,A,29.16667,120.0,9,61.016493917654266
Hawassa,exact,P,7.06205,38.47635,17,48.7676328496604
Cijin Island,fuzzy,T,-17.74542,-179.31095,12,33.8542499280034
Sundarban,exact,L,25.37297,82.51751,15,14.234105741827014
Hanauma Bay,exact,L,21.26905,-157.69379,8,32.58968668569064
Galuga,exact,P,-6.23889,106.58222,11,30.422604469069626
West Warf,fuzzy,P,42.27315,-72.33008,3,28.827677534150187
Eastern Pacific Ocean,Eastern,A,19.31667,-81.13333,2,43.52406827164897
Neptune,exact,H,57.58266,-152.23372,9,18.357577724046607
Nanjishan,exact,P,31.21884,120.9616,9,53.837120588438495
Naples,exact,P,40.85216,14.26811,22,43.769788790906745
East-Central Europe,East Central,P,38.90011,-77.0122,3,61.41077547884383
Majuro Atoll,exact,A,7.15,171.2,10,51.08153878240124
Venezuela,exact,A,8.0,-66.0,5,78.22077301701354
Mlese River,fuzzy,H,-21.16667,31.56667,19,37.702377745090864
U.S.,exact,S,36.66857,-87.49618,3,18.74723173715203
Vistula-,exact,P,31.10463,-95.63689,3,45.8465591733975
Black seas,fuzzy,H,43.4131,34.29708,23,19.01678233942623
Grand River,exact,P,40.81944,-93.96245,3,52.75716651949543
Tampico beach,Tampico,P,22.28519,-97.87777,3,45.59569879593027
Vancouver Island,exact,L,49.75152,-126.48958,9,27.97781698298625
Southeastern Asia,fuzzy,L,6.83917,116.45508,11,38.03888411275667
Main Bay,exact,S,50.0406,8.55603,3,51.23792463663162
Blue Carbon Ecosystems (,Blue,P,33.61006,-109.10674,9,38.44143558390245
Barents Seas,fuzzy,H,74.0,36.0,21,57.608775352547795
Tonglu,exact,P,39.37107,113.55657,9,15.137166193879322
Sodwana,exact,L,-27.55,27.66667,19,17.35003087421671
North-East Atlantic,North East,L,55.29703,-1.7289,3,26.80065306173513
Atka Bay,fuzzy,H,54.01641,-127.7034,9,55.371855495074804
Chinese Bays,fuzzy,T,39.44934,-120.77411,9,24.192367828401437
Ghar El Melh,exact,A,37.17091,10.10401,22,50.643214066600684
Gulf Guinea,exact,H,2.0,2.5,4,55.59746332227936
Kara Gate,Kara,P,9.55111,1.18611,5,34.8877305411617
Paris,exact,P,48.85341,2.3488,3,40.83537088509101
Li'an bay,exact,S,39.71507,-86.29762,3,29.53809018990302
Azov,exact,P,47.10779,39.41648,23,44.06410018682549
LZB,exact,S,54.75,-2.702,3,30.689697264846444
Cies Islands,exact,T,42.21709,-8.90823,3,45.98622437811453
South Atlantic,exact,L,33.91855,-81.28668,3,50.550714833682676
South France,exact,H,49.31041,-80.47129,3,21.18354529371112
Upper Brioverian Supergroup,Upper,P,42.89472,-79.76511,3,48.9468043979441
Bidong,exact,P,34.67156,126.96091,9,46.305675807150216
Besuki Coastal Region,Besuki,P,-7.73379,113.69785,11,33.93078013066518
Xialiao Beach,Xialiao,P,23.66485,119.60098,9,21.02154878698296
Haiti,exact,A,19.07582,-72.29616,3,51.791734212260465
mid,exact,L,40.58629,-76.28807,3,20.316370099219853
Desembocadura,exact,A,12.9319,-83.5769,9,48.74406431350375
Labuange,fuzzy,P,-4.3094,119.6661,11,28.076402544206637
Dan,exact,P,49.15098,7.77843,3,43.741561018029
Yunnan-Guizhou Plateau,Plateau,A,14.02612,-60.93474,2,70.50912148282717
Salatiga,exact,P,-7.33194,110.49278,11,18.704369448348082
Sanya Bay,exact,S,18.30289,109.41227,9,23.79206088113191
Kuril Kamchatka,exact,U,47.0,155.0,8,67.1960538712817
River Sharavathi,River,S,37.8587,-82.72932,3,44.70055596374151
Huixian Wetland,Huixian,P,31.1815,105.53,9,35.530001277580595
Bay Bengal Coast,Bay,A,3.0,43.5,17,55.59746332227936
Okinawa,exact,A,26.5,127.93333,8,43.121584130533755
Russian Far East,Russian,P,10.49773,-63.16987,3,36.09510261988158
Chalong,exact,P,24.24156,94.06719,15,52.41742449827982
Osun,exact,A,7.5,4.5,5,0.0
Sagami Bay,exact,H,35.25028,139.41694,9,28.770661282752595
Cherating Beach,exact,S,4.16141,103.4097,11,38.958036779490826
Tahtalı Dam Basin,Tahtalı,P,36.72556,37.07083,22,45.78595475877784
Christie Creek,exact,H,45.61044,-116.27819,9,21.19132887641582
Arctic Seas,fuzzy,H,85.0,0.0,21,57.28267750044117
North Adriatic,Grande Região Norte,L,-4.0,-60.0,5,78.51852969413663
Southern Brazil,Southern,A,22.24112,114.20769,9,41.61822993028381
LM,exact,A,25.12272,94.23231,15,49.839589548662694
Tri Trang,exact,P,21.80352,105.24479,9,42.83380755828814
Central Indian Ridge,exact,U,-12.0,69.0,18,77.73657611017627
Singapore,exact,P,1.28967,103.85007,11,45.401715233969504
False Bay,exact,H,-27.97768,32.39786,19,54.05841724200287
Harapan Island,fuzzy,T,13.5545,121.9433,9,48.30689274542824
Dhaka,exact,P,23.7104,90.40744,15,25.224774422763314
Selangor,exact,A,3.16667,101.5,11,37.064604898430794
Manzanillo,exact,P,20.34173,-77.12126,3,43.21325345699961
Uzunçayır dam,Uzunçayır,L,40.69712,42.5938,23,23.30554804661452
Biosphere Reserve,exact,L,15.7444,-84.675,3,33.01111631939082
Chengdu,exact,P,30.66667,104.06667,9,45.43295092117344
Boca de Tomates,exact,P,20.69059,-105.24532,9,33.939134817562675
Cherok Paloh,exact,P,3.6133,103.384,11,18.01258338372213
Antarctic Weddell Sea,Antarctica,L,-78.15856,16.40626,20,38.02488817819223
Mukai,exact,P,39.34465,141.09615,9,38.75229431879155
Pasaribu,exact,L,2.6634,98.8473,17,42.64322394636219
South Beach,exact,P,27.59115,-80.34422,3,18.401266291422225
Chelonia mydas,Chylonia,P,54.54669,18.4587,24,5.835863864517842
Pasir Kadilangu Beaches,Pasir,L,-0.17127,100.30279,17,149.36608756063538
Makassar,exact,P,-5.14861,119.43194,11,39.792747146016126
Ximen Island,fuzzy,T,24.49715,118.13272,9,37.16428186374584
North-Westerly,fuzzy,L,53.6,-2.5,3,11.119492664455889
Yangtze River Delta Economic Circle,Yangtze River,H,31.76986,121.04664,9,52.36974201149076
Goiana,exact,A,-7.56876,-35.00175,5,55.454147732385366
Anchar Lake,exact,H,34.14694,74.78933,15,47.40441209052489
Tsushima,exact,S,34.28489,129.33055,9,28.52841254598722
Cape Basin,exact,U,-37.0,7.0,6,71.06057746548598
South-Eastern Mediterranean Sea,South Easter,U,45.05016,-61.58184,3,50.428179497781684
Northern Yellow Sea,Northern,L,-20.04022,145.93238,13,68.17525853743878
Paciran,exact,P,-6.87666,112.37606,11,44.062587452670456
Molawin River,exact,H,14.18739,121.25939,9,43.36101414760995
Providencia,exact,L,22.91667,-82.63333,3,48.30794929753386
Peltier Lake,exact,H,39.92763,-107.52329,9,47.591998297198664
Vaal River,exact,H,-29.07102,23.63617,19,49.494758882072645
Earth,exact,L,0.0,0.0,4,235.8665859053423
Corlu,exact,P,41.16069,27.80093,22,45.33077558167034
Klang River,exact,H,3.0,101.38333,11,57.08622913170759
Tonkin Bay,exact,H,20.0,108.0,9,76.2353432132595
Tanjung Bayang,fuzzy,P,-3.31332,104.69883,11,30.29794723040093
Weda Bay,exact,S,0.46918,127.95354,10,125.22257602889233
West Siberian,exact,T,60.0,75.0,3,62.06564062208868
Algeciras,exact,P,36.13326,-5.45051,3,41.01998466606515
Po Delta,exact,T,44.95,12.41667,22,50.46892625781825
Bintan island,exact,T,1.1,104.525,11,44.5647120452686
Okhotsk,exact,P,59.362,143.21468,9,22.266726032328403
Upper Paraná Brazil Watershed,Upper,P,42.89472,-79.76511,3,48.9468043979441
Indian subcontinent,exact,T,22.20775,76.97021,15,58.26077974135865
Samandağ,exact,P,36.08012,35.97603,22,63.24626173542631
Woha-West Nusa Tenggara,Nusa,T,-18.7107,32.8186,19,40.941459232981515
South Pacific Subtropical Gyre,South,L,33.45876,-90.15081,3,32.7089856377989
Northeastern Pacific Ocean,North Eastern Province,A,1.0,40.25,17,62.156855999778585
Kasimedu,fuzzy,P,11.08107,78.05441,15,67.31115616384709
Citarum River,exact,H,-5.93833,106.99333,11,73.17687253093861
Copenhagen,exact,P,55.67594,12.56553,24,19.99233016923688
Ningxia Hui Autonomous Region,exact,A,37.25,106.0,9,52.199811813334975
Chagan Lake,exact,H,49.58333,116.05,9,33.76540500192046
Jiaomen,exact,P,22.8038,113.51062,9,33.79859289237853
Madeira island,fuzzy,T,32.65871,-16.92183,2,43.28550905231967
Dongting lake,exact,H,29.2928,112.98946,9,52.71879828597366
Rimsky-Korsakov Archipelago,Rongelap Atoll,T,11.33363,166.8304,8,40.48560515207218
Badung River Estuary,Badung,P,-7.5465,112.478,11,5.711083484563162
Arabian Gulf,exact,L,26.35058,50.16805,25,36.99525196293046
Oceanic Islands,exact,U,13.481,144.7325,8,25.228122973525004
Adda Rivers,fuzzy,H,45.13333,9.88333,22,50.60341462610202
Northeast (NE) Atlantic,Northeast,L,42.80019,-74.11805,3,45.716229797966704
East China Seas,fuzzy,H,29.0,125.0,9,73.78432240784859
Shantou,exact,P,23.35489,116.67876,9,24.351610320894032
Norwegian Coastal Current,Nkonjeni,P,-28.22677,31.41607,19,31.47210998141316
Borovoe,exact,P,62.63333,52.73333,3,19.044166203986393
Miri River,exact,H,-8.67263,125.59582,11,21.8966287125673
Chiloé Sea,exact,H,-42.67,-73.3,13,25.008706954208176
Santa Rosa,exact,P,-36.61667,-64.28333,7,23.29842717265835
Kollupitiya,exact,A,6.91333,79.85073,16,60.1044230110435
Lamakazi,fuzzy,A,24.90157,91.71467,15,49.64006176258739
Puger,exact,A,-8.33056,113.475,11,19.040496389857143
Northern North Sea,Northern,L,-20.04022,145.93238,13,68.17525853743878
Gran Canaria Island,Gran,T,62.01667,17.63333,24,54.18507896519224
Long Island Sound,exact,H,41.09694,-72.87966,3,54.90521353655307
Sal,exact,A,16.75,-22.91667,2,52.38001192443737
Swargadwara,fuzzy,P,28.12264,82.67701,15,45.397701053643075
Carpathian Ecoregion,Carpathian Mountains,T,47.0,25.5,3,55.597463322279445
Loire estuary,Loire,A,45.47169,4.43298,22,6.099738741150086
Moss Landing,exact,P,36.8044,-121.7869,9,42.4348628860357
Bahamas,exact,A,25.04082,-77.37122,3,52.67497293445024
Chapainawabganj,fuzzy,A,24.68333,88.25,15,32.47312211882773
Ria de Aveiro,exact,H,40.63333,-8.73333,3,24.66274008636849
Beibu Gulf,exact,H,20.0,108.0,9,76.2353432132595
Xi'an,exact,P,34.25833,108.92861,9,47.63709194568609
Montana,exact,A,47.00025,-109.75102,9,58.710783925361504
Kiel Fjord,fuzzy,H,54.37339,10.1764,24,25.22228294639386
ShanTou,exact,P,23.35489,116.67876,9,24.351610320894032
Monterey Bay National Marine Sanctuary,Monterey,P,36.60024,-121.89468,9,36.975508822524425
Car Nicobar,exact,A,9.18971,92.77035,16,45.50057016803849
Stanley Bay,exact,H,30.69992,-83.62902,3,25.429563597325497
Tudor,exact,L,44.76683,-77.58278,3,30.384576849402766
Salt Creek,exact,H,37.75124,-76.31745,3,32.23225848685663
Lake Whitney,exact,H,42.78702,-103.30541,3,35.66368872279735
Aa River,exact,H,57.16041,24.26473,24,40.31478449826533
Mississippi Gulf Coast,exact,S,30.35242,-89.13643,3,38.528977739436044
SW Atlantic Argentinean,Sū,P,35.1576,46.9093,15,53.181345764341096
Great Bay Estuary,Great River,H,18.44917,-77.99199,2,52.19434871764443
Xindian River,exact,H,25.03698,121.48367,9,51.51165405620616
Dalipuga,exact,P,8.31583,124.25472,11,33.8724149403015
Eastern Canada,fuzzy,H,30.98333,74.55,15,53.95585689063006
Makoko,exact,P,6.49611,3.38778,5,12.405673423795518
Saba,exact,A,17.63333,-63.23333,2,31.921249849758848
Tiber,exact,P,48.50888,-111.08081,9,30.898950806949784
Desventuradas,exact,T,-26.33188,-79.9894,12,52.199053036119864
Karnaphuli,exact,P,22.69056,92.23472,15,34.50585627672814
South Sea,exact,P,40.54538,-74.1657,3,28.70360204722919
Mergui Archipelago,exact,T,11.7367,98.27586,15,35.89856134016086
Saint Marc,exact,P,19.11136,-72.70078,3,48.077789602382936
Surabaya City,exact,S,-7.26763,112.74118,11,37.08026761174414
Barents,exact,H,74.0,36.0,21,57.608775352547795
Mutsu Bay,exact,H,41.08,140.83778,9,54.56645174674369
Lake Geneva,exact,P,42.59168,-88.43343,3,11.561379237972385
Cape Cantin,exact,T,32.54086,-9.28494,3,20.669457576202124
Padang City,fuzzy,A,5.44219,100.59496,17,12.320791834442165
Southern Tyrrhenian Sea,Southern,A,22.24112,114.20769,9,41.61822993028381
Brest,exact,P,52.09755,23.68775,3,46.5359335366987
Asaluyeh,exact,A,27.425,52.72,25,23.253160832010728
Santa Cruz River,exact,L,32.23646,-110.98481,9,54.14729331591231
Vava'u archipelago,fuzzy,T,63.23333,21.25,24,32.16441253271529
Isfjorden,exact,P,62.57778,7.79231,21,17.30504885369904
Yodo River,exact,H,34.68333,135.41667,9,21.76572998230382
PAs,exact,P,-16.5,-68.15,7,37.31555684931268
Northern Baltic Proper,Northern,L,-20.04022,145.93238,13,68.17525853743878
Tallurutiup Imanga National Marine Conservation Area,Imanga,T,-12.4,14.33333,7,21.24020251900148
East-Siberian Sea,exact,H,74.0,166.0,21,57.60877535254774
Chanthaburi,exact,A,12.85798,102.15434,9,54.68643609610976
China Seas,fuzzy,H,15.0,115.0,8,77.25460981329987
Mediterranean Coast,Mediterranean Sea,H,35.0,20.0,22,71.78085647499321
Antarctic Coastal Current,Antarctica,L,-78.15856,16.40626,20,38.02488817819223
Vatnajökull,exact,H,64.41998,-16.82293,3,17.85628350549459
Lomek,exact,P,48.88168,14.14668,3,49.73742294302801
Gaira,exact,P,24.94584,88.98246,15,69.51454849128528
South Aegean Region,South,L,33.45876,-90.15081,3,32.7089856377989
Adventfjorden,exact,H,78.25763,15.51461,21,26.952300949759866
BMP,exact,S,-20.805,149.28,13,40.91671868567866
Brazos River Basin,Brazos,P,32.66152,-98.12199,3,39.71167150660559
Bahía Samborombón,exact,H,-35.95133,-57.14676,7,59.45898455973873
Talcahuano,exact,P,-36.72494,-73.11684,13,42.369406129469624
Mediterranean Sea's,fuzzy,H,35.0,20.0,22,71.78085647499321
Itajaí-Açu river,exact,H,-26.91243,-48.64214,7,47.98438062956063
Indonesian Archipelagic Water,Indonesia,A,-5.0,120.0,11,78.46180953138773
Garonne,exact,A,43.38724,1.22191,22,25.71499476426712
Zerendinskoye,exact,H,52.9216,69.11957,3,53.42746498117211
Duga Resa,exact,A,45.43333,15.5,22,7.413365759393028
ATS,exact,L,39.71668,45.39313,3,25.77449991128174
Lhokseumawe Regency,Lhokseumawe,P,5.1801,97.1507,17,52.54350264323483
Paraíba State,Paraíba,A,-7.25,-36.5,5,27.798731661139545
Andaman Islands,exact,A,11.70065,92.67517,14,29.357187684796067
SBR,exact,P,13.0025,44.91167,26,71.03195311865778
GA,exact,L,33.69277,-84.39957,3,23.366341400490448
North-Western Mediterranean Sea,North West,L,53.6,-2.5,3,11.119492664455889
German River,exact,P,5.84775,5.15632,5,54.23430482180533
Shiga,exact,A,35.21667,136.13333,9,45.80618681911816
Sable Island,exact,S,43.92955,-59.97763,2,61.27754188634227
Eastern Indian Ocean,exact,U,-50.0,110.0,20,65.99179674080634
La Jolla,exact,P,32.84727,-117.2742,9,44.02006334985415
Iberian Peninsula,exact,T,40.26276,-4.79004,3,36.04774158297519
Northern Malabar,Northern,L,-20.04022,145.93238,13,68.17525853743878
Central Ligurian Sea,Central,L,55.75383,37.6224,3,29.251884154669053
St. Martin's Island,fuzzy,T,30.48856,-116.11346,8,37.05792891398074
GOKMPA,fuzzy,P,35.05617,77.31076,15,52.25584375789426
Bermuda,exact,A,32.33022,-64.74003,2,29.39505237965124
Yasmine Hammamet,exact,L,36.37307,10.5473,22,14.73460648872825
Salento peninsula,exact,T,40.5,18.0,22,42.27658620097615
Sal estuary,fuzzy,H,38.45413,-8.78494,3,25.322933550163444
mountain river,exact,T,43.7084,-75.04601,3,43.28073870800003
Western Antarctica,Western,A,19.30833,-81.375,2,25.02200550299133
Lord Howe Island,exact,T,-31.55281,159.08579,12,39.696554773152364
South Yellow Sea Mudflat,South,L,33.45876,-90.15081,3,32.7089856377989
Pellestrina Island,Pellestrina,P,45.27716,12.30238,22,29.191481901580165
Deokjeok Island,fuzzy,T,37.23512,126.12046,9,44.63740277062891
Guanhai park,Guansai,H,28.96096,119.28086,9,55.53180729836929
Alacranes,exact,L,20.45,-76.96667,3,48.929971492207414
Jiangsu Province,exact,A,33.0,119.83333,9,63.65416995929447
Nglolang,fuzzy,P,-7.52139,110.34111,11,17.676924457045615
Dullah Island,fuzzy,T,49.21922,-125.94357,9,44.796551476939925
Serraria,exact,A,-6.86365,-35.66926,5,44.54773289456204
Demak Waters,Demak,P,-6.8909,110.6396,11,46.11922374510359
Galapagos Island,exact,T,18.08134,-67.8913,3,62.24036177840805
Yalu River,exact,H,39.93222,124.32111,9,50.43755655250939
San Pedro Basin,exact,U,28.33333,-112.5,9,18.532858423848918
Iberian Shelf Sea,Iberia,P,38.09032,-92.29267,3,49.01599129921588
Trave,exact,L,43.13118,17.57881,22,41.503593574609404
N.D.,exact,P,52.07667,4.29861,3,49.0246205849688
Jiulong River Basin,Jiulong,P,41.207,121.62662,9,34.2514422709502
Seychelles,exact,A,-4.58333,55.66667,16,20.668081928475114
Partido district,Partido,P,19.48403,-71.5473,3,5.266500345454758
Java Sea,exact,H,-5.0,110.0,11,78.46180953138773
Cap de Creus Marine Protected Area,Čáp,T,50.57449,16.12401,3,27.833280484588446
San Pedro,exact,P,15.50417,-88.025,3,50.898226356978725
Mazzarrà River,Mazzarrà Sant'Andrea,P,38.08969,15.13535,22,55.62607193418293
Warrnambool,exact,P,-38.38176,142.48799,19,13.189230512955483
Vico,exact,P,40.65977,14.43386,22,18.62302019223305
Longkou,exact,L,37.63333,120.28333,9,24.176204034096852
Dalian,exact,P,38.91222,121.60222,9,46.68708132810498
Langsa City-Aceh,Langsa,P,4.4683,97.9683,17,52.03271955793261
Vellapatti,fuzzy,P,12.36458,78.46067,15,15.65193755997864
Begkalis Straits,Bengkalis Regency,A,1.29882,101.54527,11,22.92922994755675
Türkiye,exact,A,39.0,35.0,22,70.31861610515982
Lake Vicoria,fuzzy,H,-33.98554,141.27056,19,58.00803990612682
Queenzieburn,exact,P,55.97301,-4.09138,3,58.48688232631763
Geographical Sub,Surabaya,P,-7.24917,112.75083,11,39.28104983040563
Río de la Plata estuary,Rio,P,27.21949,-80.23921,3,40.449953830041096
Ulsan Bay,exact,S,35.59349,129.35172,9,16.97171538445615
Bahía Blanca Estuary,Bahia,A,-12.0,-42.0,7,77.73657611017677
Ocean,exact,H,-45.0,-130.0,12,67.99327454135909
Honolulu,exact,P,21.30694,-157.85833,8,42.86019546525125
Rispana,exact,H,30.26,78.02727,15,52.6171833961487
Väinameri Archipelago Sea,Väinameri,H,58.75,23.08333,24,36.80526553097601
Talisei North,Talise,P,1.83344,125.06949,10,60.53374363264219
Pacet,exact,P,-7.6667,112.5371,11,18.981898277237512
Ligurian,exact,U,43.75,8.58333,22,28.596451363472134
Ahipara,exact,P,-35.16604,173.15563,13,48.526760729854914
Mandvi beach,fuzzy,T,37.10306,13.88135,22,55.55074417307935
Pangkep Regency,Pāngken,P,20.3674,98.05625,15,48.5318829213483
Yunnan,exact,A,25.0,101.5,9,55.597463322279445
Mandalika Special Economic Zone,Mandalika,P,-7.45,109.83972,11,37.86451475575594
San Diego,exact,P,32.71571,-117.16472,9,39.5170472084259
Manchester,exact,P,42.99564,-71.45479,3,55.23615313814993
East Sea,exact,H,29.0,125.0,9,73.78432240784859
Coastal Bangkala Subdistrict,Coustal,P,44.61667,0.93333,22,46.73411487149924
Great Barrier Reef World Heritage Area,Great River,H,18.44917,-77.99199,2,52.19434871764443
