,Title,DOI,Author
2673,First evidence of presence of plastic debris in digestive system of Mola mola (L.) from western Mediterranean Sea,10.1016/j.marpolbul.2022.113326,Ahuir-Baraja A.E.
2674,"Microplastics in the abyss: a first investigation into sediments at 2443-m depth (Toulon, France)",10.1007/s11356-021-17997-z,Cutroneo L.
2675,Effects of physicochemical factors on the transport of aged polystyrene nanoparticles in saturated porous media,10.1016/j.chemosphere.2021.133239,Xi X.
2676,Selection of a density separation solution to study microplastics in tropical riverine sediment,10.1007/s10661-021-09664-0,Duong T.T.
2677,Global distribution of potential impact hotspots for marine plastic debris entanglement,10.1016/j.ecolind.2021.108509,Høiberg M.A.
2678,The Full Multi: An open-source framework for modelling the transport and fate of nano- and microplastics in aquatic systems,10.1016/j.envsoft.2021.105291,Domercq P.
2679,Genome-wide identification of seven superoxide dismutase genes in the marine rotifer Brachionus rotundiformis and modulated expression and enzymatic activity in response to microplastics and nutritional status,10.1016/j.aquatox.2021.106055,Chen X.
2680,Sedimentary records of microplastic pollution from coastal Louisiana and their environmental implications,10.1007/s11852-021-00847-y,Culligan N.
2681,Toxicity of Tire Rubber Microplastics to Freshwater Sediment Organisms,10.1007/s00244-021-00905-4,Carrasco-Navarro V.
2682,Spectral characteristics of sea snot reflectance observed from satellites: Implications for remote sensing of marine debris,10.1016/j.rse.2021.112842,Hu C.
2683,"Marine plastic debris in the Arabian/Persian Gulf: Challenges, opportunities and recommendations from a transdisciplinary perspective",10.1016/j.marpol.2021.104909,Stöfen-O′Brien A.
2684,Proof-of-concept model for exploring the impacts of microplastics accumulation in the Maryland coastal bays ecosystem,10.1016/j.ecolmodel.2021.109849,Boyer J.
2685,Intergenerational effects of environmentally-aged microplastics on the Crassostrea gigas,10.1016/j.envpol.2021.118600,Bringer A.
2686,Feeding ecology of juvenile Pacific bluefin tuna Thunnus orientalis in the Sea of Japan,10.1071/MF21200,Sato T.
2687,Interactive effects of polymethyl methacrylate (PMMA) microplastics and salinity variation on a marine diatom Phaeodactylum tricornutum,10.1016/j.chemosphere.2021.133240,Dong J.
2688,Oil extraction following digestion to separate microplastics from mussels,10.1016/j.chemosphere.2021.133187,Song X.
2689,"Fate, source and mass budget of sedimentary microplastics in the Bohai Sea and the Yellow Sea",10.1016/j.envpol.2021.118640,Zhang M.
2690,"Occurrence and spatial distribution of microplastics, and their correlation with petroleum in coastal waters of Hainan Island, China",10.1016/j.envpol.2021.118636,Gao L.
2691,Effect of COVID-19 lockdown measures on the plastic waste generation trends and distribution of microplastics in the Northwestern Arabian/Persian Gulf,10.1016/j.ocecoaman.2021.105979,Al-Salem S.M.
2692,"Assessment of microplastic content in Diadema africanum sea urchin from Tenerife (Canary Islands, Spain)",10.1016/j.marpolbul.2021.113174,Sevillano-González M.
2693,"Evaluation of microplastic and marine debris on the beaches of Niterói Oceanic Region, Rio De Janeiro, Brazil",10.1016/j.marpolbul.2021.113161,da Silva E.F.
2694,Innovations in applications and prospects of bioplastics and biopolymers: a review,10.1007/s10311-021-01334-4,Nanda S.
2695,A comparative investigation of toxicity of three polymer nanoparticles on acorn barnacle (Amphibalanus amphitrite),10.1016/j.scitotenv.2021.150965,Yip Y.J.
2696,Aggregate exposure pathways for microplastics (mpAEP): An evidence-based framework to identify research and regulatory needs,10.1016/j.watres.2021.117873,Peng G.
2697,Nanoplastics: From model materials to colloidal fate,10.1016/j.cocis.2021.101528,Reynaud S.
2698,Detection of plastic-associated compounds in marine sponges,10.1016/j.marpolbul.2021.113141,Giametti S.D.
2699,"Microplastic ingestion by the sandfish Holothuria scabra in Lampung and Sumbawa, Indonesia",10.1016/j.marpolbul.2021.113134,Riani E.
2700,The role of citizen science in addressing plastic pollution: Challenges and opportunities,10.1016/j.envsci.2021.11.002,Nelms S.E.
2701,Sample preparation methods for the analysis of microplastics in freshwater ecosystems: a review,10.1007/s10311-021-01341-5,Razeghi N.
2702,Meteorological and climatic variability influences anthropogenic microparticle content in the stomach of the European anchovy Engraulis encrasicolus,10.1007/s10750-021-04727-2,Misic C.
2703,"Microplastic pollution in sublittoral coastal sediments of a North Atlantic island: The case of La Palma (Canary Islands, Spain)",10.1016/j.chemosphere.2021.132530,Villanova-Solano C.
2704,Integrated toxicokinetic/toxicodynamic assessment modeling reveals at-risk scleractinian corals under extensive microplastics impacts,10.1016/j.scitotenv.2021.150964,Chen C.Y.
2705,"Mathematical modeling of microplastic abundance, distribution, and transport in water environments: A review",10.1016/j.chemosphere.2021.132517,Uzun P.
2706,Enhanced impacts evaluation of Typhoon Sinlaku (2020) on atmospheric microplastics in South China Sea during the East Asian Summer Monsoon,10.1016/j.scitotenv.2021.150767,Li C.
2707,A review of the use of microplastics in reconstructing dated sedimentary archives,10.1016/j.scitotenv.2021.150818,Martin J.
2708,"Abundance and characteristics of microplastics in the surface water and sediment of parks in Xi'an city, Northwest China",10.1016/j.scitotenv.2021.150953,Yu X.
2709,Microplastic ingestion and egestion by copepods in the Black Sea,10.1016/j.scitotenv.2021.150921,Aytan U.
2710,Reducing environmental plastic pollution by designing polymer materials for managed end-of-life,10.1038/s41578-021-00382-0,Law K.L.
2711,Microplastics in mangroves and coral reef ecosystems: a review,10.1007/s10311-021-01326-4,John J.
2712,"Microplastic pollution in coastal ecosystem off Mumbai coast, India",10.1016/j.chemosphere.2021.132484,Gurjar U.R.
2713,Release of tens of thousands of microfibers from discarded face masks under simulated environmental conditions,10.1016/j.scitotenv.2021.150458,Wu P.
2714,Potential microplastics impacts on African fishing resources,10.1016/j.scitotenv.2021.150671,Masiá P.
2715,Response process and adaptation mechanism of estuarine benthic microbiota to polyvinyl chloride microplastics with and without phthalates,10.1016/j.scitotenv.2021.150693,Lu X.M.
2716,Photocatalytic and biological technologies for elimination of microplastics in water: Current status,10.1016/j.scitotenv.2021.150603,Ebrahimbabaie P.
2717,Polymethylmethacrylate nanoplastics can cause developmental malformations in early life stages of Xenopus laevis,10.1016/j.scitotenv.2021.150491,Venâncio C.
2718,Repeatable separation of microplastics integrating mineral oil extraction and a PDMS-Ni foam adsorbent in real soil,10.1016/j.cej.2021.132517,Kim J.
2719,"Distribution and potential sources of microplastics in sediments in remote lakes of Tibet, China",10.1016/j.scitotenv.2021.150526,Liang T.
2720,Occurrence of microplastics and phthalate esters in urban runoff: A focus on the Persian Gulf coastline,10.1016/j.scitotenv.2021.150559,Hajiouni S.
2721,Spatio-temporal variation of microplastic pollution in the sediment from the Chukchi Sea over five years,10.1016/j.scitotenv.2021.150530,Fang C.
2722,Nutritional-status dependent effects of microplastics on activity and expression of alkaline phosphatase and alpha-amylase in Brachionus rotundiformis,10.1016/j.scitotenv.2021.150213,Zheng J.L.
2723,The fundamental links between climate change and marine plastic pollution,10.1016/j.scitotenv.2021.150392,Ford H.V.
2724,"Microplastics: A review of analytical methods, occurrence and characteristics in food, and potential toxicities to biota",10.1016/j.scitotenv.2021.150263,Bai C.L.
2725,Microplastics in beluga whale (Delphinapterus leucas) prey: An exploratory assessment of trophic transfer in the Beaufort Sea,10.1016/j.scitotenv.2021.150201,Moore R.C.
2726,Occurrence and chemical characteristics of microplastic paint flakes in the North Atlantic Ocean,10.1016/j.scitotenv.2021.150375,Turner A.
2727,Marine Debris and Human Health: An Exposure Pathway of Persistent Organic Pollutants?,10.1002/etc.5186,Conlon K.
2728,"Morphology and molecular phylogeny of Hoferellus jutubensis n. sp. (Cnidaria: Myxozoa) found parasitising Ageneiosus inermis (Siluriformes: Auchenipteridae), in the Brazilian Amazon region",10.1016/j.parint.2021.102445,Pereira C.M.B.
2729,Composting as Sustainable Managing Option for Seaweed Blooms on Recreational Beaches,10.1007/s12649-021-01548-1,Madejón E.
2730,Weight Reduction of Sea-island-type PTT/PET Conjugate Fiber and Dyeing of Polytrimethylene Terephthalate Flock Microfibers,10.1007/s12221-021-1096-5,Nam C.W.
2731,Microplastic contamination in Great Lakes fish,10.1111/cobi.13794,Munno K.
2732,"Research progress on distribution, sources, identification, toxicity, and biodegradation of microplastics in the ocean, freshwater, and soil environment",10.1007/s11783-021-1429-z,Sun Q.
2733,"A study on transnational regulatory governance for marine plastic debris: Trends, challenges, and prospect",10.1016/j.marpol.2020.103988,Wu H.H.
2734,"Distribution of Microplastics along Mai Khao Coastline, Phuket",10.5614/j.eng.technol.sci.2022.54.1.5,Akkajit P.
2735,Public Perceptions of Marine Plastic Litter: A Comparative Study Across European Countries and Seas,10.3389/fmars.2021.784829,van Oosterhout L.
2736,Rivers as Plastic Reservoirs,10.3389/frwa.2021.786936,van Emmerik T.
2737,Effects of Medicinal Plants Rhizome on Growth Performance of Tilapia (Oreochromis niloticus) Exposed to Micro Plastics,10.1063/5.0105225,Hayati A.
2738,"Microplastic abundance in sea cucumber at seagrass ecosystem of Bintan Island and surrounding area, Indonesia",10.1088/1755-1315/967/1/012009,Idris F.
2739,Microplastics in fishes as seabird preys in Jakarta Bay Area,10.1088/1755-1315/967/1/012033,Susanti N.K.Y.
2740,Microplastic contamination extent on Strombus sp. in North Bintan Waters,10.1088/1755-1315/967/1/012047,Kafabihi 
2741,"Assessment of marine debris in seagrass beds of Pramuka Island, Kepulauan Seribu",10.1088/1755-1315/967/1/012014,Rasyid N.
2742,Current research on the effects of plastics pollution in marine and freshwater aquatic invertebrates,10.25431/1824-307X/isj.v19i1.136-149,Pirillo V.
2743,Occurrences and impacts of microplastics in soils and groundwater,10.1016/B978-0-12-824088-5.00009-4,Huang J.
2744,Floating plastics and their associated biota in the Western South Atlantic,10.1016/j.scitotenv.2021.150186,Lacerda A.L.d.F.
2745,Microplastics pollution in the terrestrial environments: Poorly known diffuse sources and implications for plants,10.1016/j.scitotenv.2021.150431,Campanale C.
2746,Impact of polypropylene microplastics and chemical pollutants on European sea bass (Dicentrarchus labrax) gut microbiota and health,10.1016/j.scitotenv.2021.150402,Montero D.
2747,Evidence of underestimation in microplastic research: A meta-analysis of recovery rate studies,10.1016/j.scitotenv.2021.150227,Way C.
2748,Citizen science: A way forward in tackling the plastic pollution crisis during and beyond the COVID-19 pandemic,10.1016/j.scitotenv.2021.149957,Ammendolia J.
2749,Cross-oceanic distribution and origin of microplastics in the subsurface water of the South China Sea and Eastern Indian Ocean,10.1016/j.scitotenv.2021.150243,Li C.
2750,Effect of Nano-Silver on Formation of Marine Snow and the Underlying Microbial Mechanism,10.1021/acs.est.1c06494,Dang C.
2751,Total Organic Carbon as a Quantitative Index of Micro- and Nano-Plastic Pollution,10.1021/acs.analchem.1c03114,Li P.
2752,"Marine litter pollution along sandy beaches of Can Gio coast, Ho Chi Minh City, Vietnam",10.1088/1755-1315/964/1/012017,Bui T.K.L.
2753,Riverine Plastic Monitoring during the Rainy Season in the Citarum Estuary of Muara Gembong,10.1088/1755-1315/950/1/012059,Husrin S.
2754,"Species composition and structure of mangrove forest exposed to plastic waste in Angke Kapuk mangrove protected forest, Jakarta",10.1088/1755-1315/950/1/012016,Rumondang A.L.
2755,Occurrence Characteristics of Microplastics in Mangrove Sediments in the Jiulong River Estuary and the Association with Heavy Metals,10.13227/j.hjkx.202104162,Liu C.J.
2756,Microplastics impact shell and pearl biomineralization of the pearl oyster Pinctada fucata,10.1016/j.envpol.2021.118522,Han Z.
2757,"Microplastics influence physiological processes, growth and reproduction in the Manila clam, Ruditapes philippinarum",10.1016/j.envpol.2021.118502,Jiang W.
2758,Spatial distribution of microplastics in Chinese freshwater ecosystem and impacts on food webs,10.1016/j.envpol.2021.118494,Ain Bhutto S.U.
2759,A portable purification system for the rapid removal of microplastics from environmental samples,10.1016/j.cej.2021.132614,Chen C.K.
2760,Microplastics in freshwater sediments: Effects on benthic invertebrate communities and ecosystem functioning assessed in artificial streams,10.1016/j.scitotenv.2021.150118,Silva C.J.M.
2761,Can the toxicity of polyethylene microplastics and engineered nanoclays on flatfish (Solea senegalensis) be influenced by the presence of each other?,10.1016/j.scitotenv.2021.150188,Santana L.M.B.M.
